-2.08048,0.610474,-1.27935,-0.323644,0.0746571,0.0992297,0.0982566
0.354608,0.473128,-0.624494,-0.191966,-0.132077,-0.0423604,0.0782218
1.34669,0.910755,-1.35943,-0.247853,-0.0322989,-0.0823414,0.132528
0.878086,0.528357,-0.817616,-1.52198,-0.0974982,-0.0547283,0.0347901
-1.70442,0.283756,-1.4712,-1.29414,0.0671648,0.104479,0.0429517
2.03783,0.417047,-1.58896,-1.53755,-0.00801628,-0.106171,0.0578991
-2.04853,0.305788,0.132079,-0.682283,0.0633779,0.132349,0.0259804
0.424498,0.681977,-1.39227,-0.543601,-0.113395,-0.0205306,0.103579
-0.205279,0.263527,-1.84777,-0.627179,-0.128934,0.0585589,0.061955
1.18184,1.00264,0.0829391,-1.08875,-0.0336222,-0.0926829,0.0919349
1.56833,0.878058,1.90174,-0.147044,0.0074036,-0.0882656,0.133915
0.16416,-0.0806655,-0.158176,-1.18932,-0.121886,-0.0120401,-0.0454047
1.51105,0.0296926,1.16656,-0.270936,0.00409521,-0.158177,0.0138969
2.07233,1.326,0.465108,-0.952137,0.0452554,-0.0407375,0.126745
-0.975219,0.173549,1.41888,-1.50875,-0.104174,0.0569995,0.0253121
-0.517813,-0.162232,0.739196,-1.45973,-0.109928,0.0202407,-0.0430061
-2.04904,1.19326,-0.934864,-1.13261,0.0635824,0.0355937,0.113924
0.366702,0.819824,1.40831,-0.447813,-0.0824296,-0.0568338,0.120606
-0.062825,0.0227326,1.01672,-0.837367,-0.143831,-0.0257662,-0.00327276
-0.175363,1.24308,1.01965,-1.38113,-0.0569789,-0.0366366,0.104953
0.413168,0.317855,0.980311,-0.625244,-0.120244,-0.0819126,0.0439765
0.302031,0.278649,-1.4535,-1.20476,-0.12726,0.0137721,0.0429389
-0.312215,1.00309,0.0713544,-0.0500122,-0.0720631,0.023054,0.141434
1.04931,0.252762,-1.38081,-0.552263,-0.0966091,-0.111274,0.0472156
-0.0337995,-0.209951,0.833274,-0.782493,-0.139424,-0.024003,-0.0408451
-1.47044,1.24378,-1.49513,-0.178143,0.00590134,0.0383923,0.155278
